Unique ID,Borough,Geographic School District,Program Type,Program Name,Program Address,Program Zip,Program Phone,"Program Options (Half-Day, Full-Day)","Program Has Income Eligibility Requirements (Yes, No) CBECC Only",New Program for September 2014?,Program Grade Span Public School and Charter School Only,2014-2015 Total Pre-K Seats
29Q135,Q,29,Public DOE School,The Bellaire School,207-11 89 Avenue,11427,718-464-2119,Full Day,N/A,Yes,"0K,01,02,03,04,05",54
29Q136,Q,29,Public DOE School,P.S. 136 Roy Wilkins,201-15 115 Avenue,11412,718-465-2286,Full Day,N/A,,"PK,0K,01,02,03,04,05",36
29Q138,Q,29,Public DOE School,P.S./ M.S.138 Sunrise,251-11 Weller Avenue,11422,718-528-9053,Full Day,N/A,,"PK,0K,01,02,03,04,05,06,07,08",72
29Q147,Q,29,Public DOE School,PS/MS 147 Ronald McNair,218-01 116 Avenue,11411,718-528-2420,Full Day,N/A,,"PK,0K,01,02,03,04,05,06,07,08",18
29Q156,Q,29,Public DOE School,P.S. 156 Laurelton,229-02 137 Avenue,11413,718-528-9173,Full Day,N/A,Yes,"0K,01,02,03,04,05,07,08",54
29Q176,Q,29,Public DOE School,P.S. 176 Cambria Heights,120-45 235 Street,11411,718-525-4057,Full Day,N/A,,"PK,0K,01,02,03,04,05",18
29Q181,Q,29,Public DOE School,P.S. 181 Brookfield,148-15 230 Street,11413,718-528-5807,Full Day,N/A,,"PK,0K,01,02,03,04,05",54
29Q195,Q,29,Public DOE School,P.S. 195 William Haberle,253-50 149 Avenue,11422,718-723-0313,Full Day,N/A,,"PK,0K,01,02,03,04,05",54
29Q251,Q,29,Public DOE School,P.S. 251 Queens,144-51 Arthur Street,11413,718-276-2745,Full Day,N/A,Yes,"0K,01,02,03",36
29Q295,Q,29,Public DOE School,P.S./I.S. 295,222-14 Jamaica Avenue,11428,718-464-1433,Half Day,N/A,,"PK,0K,01,02,03,04,05,06,07,08",36
30Q017,Q,30,Public DOE School,P.S. 017 Henry David Thoreau,28-37 29 Street,11102,718-278-1220,Half Day,N/A,,"PK,0K,01,02,03,04,05",36
30Q069,Q,30,Public DOE School,P.S. 069 Jackson Heights,77-02 37 Avenue,11372,718-424-7700,Half Day,N/A,,"PK,0K,01,02,03,04,05",72
30Q070,Q,30,Public DOE School,P.S. 070 Queens,30-45 42 Street,11103,718-728-4646,Full Day,N/A,,"PK,0K,01,02,03,04,05",144
30Q076,Q,30,Public DOE School,P.S. 076 William Hallet,36-36 10 Street,11106,718-361-7464,Full Day,N/A,,"PK,0K,01,02,03,04,05",108
30Q078,Q,30,Public DOE School,P.S./I.S. 78Q,48-09 Center Boulevard,11109,718-392-5402,Full Day,N/A,,"PK,0K,01,02,03,04,05,06",36
30Q084,Q,30,Public DOE School,P.S. 084 Steinway,22-45 41 Street,11105,718-278-1915,Full Day,N/A,,"PK,0K,01,02,03,04,05,06,07,08",72
30Q085,Q,30,Public DOE School,P.S. 085 Judge Charles Vallone,23-70 31 Street,11105,718-278-3630,Full Day,N/A,,"PK,0K,01,02,03,04,05",64
30Q092,Q,30,Public DOE School,P.S. 092 Harry T. Stewart Sr.,99-01 34 Avenue,11368,718-533-1013,Half Day,N/A,,"PK,0K,01,02,03,04,05",36
30Q111,Q,30,Public DOE School,P.S. 111 Jacob Blackwell,37-15 13 Street,11101,718-786-2073,Full Day,N/A,,"PK,0K,01,02,03,04,05,06,07,08",36
30Q112,Q,30,Public DOE School,P.S. 112 Dutch Kills,25-05 37 Avenue,11101,718-784-5250,Full Day,N/A,,"PK,0K,01,02,03,04,05",72
30Q122,Q,30,Public DOE School,P.S. 122 Mamie Fay,21-21 Ditmars Boulevard,11105,718-721-6410,Full Day,N/A,,"PK,0K,01,02,03,04,05,06,07,08",36
30Q127,Q,30,Public DOE School,P.S. 127 Aerospace Science Magnet,98-01 25 Avenue,11369,718-446-4700,Half Day,N/A,,"PK,0K,01,02,03,04,05,06,07,08",72
30Q148,Q,30,Public DOE School,P.S. 148 Queens,89-02 32 Avenue,11369,718-898-8181,Full Day,N/A,,"PK,0K,01,02,03,04,05",72
30Q150,Q,30,Public DOE School,P.S. 150 Queens,40-01 43 Avenue,11104,718-784-2252,Half Day,N/A,,"PK,0K,01,02,03,04,05,06",76
30Q151,Q,30,Public DOE School,P.S. 151 Mary D. Carter,50-05 31 Avenue,11377,718-728-2676,Full Day,N/A,,"PK,0K,01,02,03,04,05",66
30Q152,Q,30,Public DOE School,P.S. 152 Gwendoline N. Alleyne School,33-52 62 Street,11377,718-429-3141,Half Day,N/A,,"PK,0K,01,02,03,04,05,06",72
30Q166,Q,30,Public DOE School,P.S. 166 Henry Gradstein,33-09 35 Avenue,11106,718-786-6703,Half Day,N/A,,"PK,0K,01,02,03,04,05",72
30Q171,Q,30,Public DOE School,P.S. 171 Peter G. Van Alst,14-14 29 Avenue,11102,718-932-0909,Both,N/A,,"PK,0K,01,02,03,04,05",64
30Q222,Q,30,Public DOE School,P.S. Q222 - Fire Fighter Christopher A. Santora School,86-15 37 Avenue,11372,718-429-2563,Half Day,N/A,,"PK,0K,01,02",72
30Q228,Q,30,Public DOE School,P.S. 228 Early Childhood Magnet School of the Arts,32-63 93 Street,11369,718-899-5799,Half Day,N/A,,"PK,0K,01,02",56
30Q234,Q,30,Public DOE School,P.S. 234,30-15 29 Street,11102,718-956-2760,Half Day,N/A,,"PK,0K,01,02,03,04,05",36
31R001,R,31,Public DOE School,P.S. 001 Tottenville,58 Summit Street,10307,718-984-0960,Half Day,N/A,,"PK,0K,01,02,03,04,05",36
31R003,R,31,Public DOE School,P.S. 003 The Margaret Gioiosa School,80 South Goff Avenue,10309,718-984-1021,Both,N/A,,"PK,0K,01,02,03,04,05",54
31R004,R,31,Public DOE School,P.S. 004 Maurice Wollin,200 Nedra Lane,10312,718-984-1197,Both,N/A,,"PK,0K,01,02,03,04,05",54
31R006,R,31,Public DOE School,P.S. 006 Corporal Allan F. Kivlehan School,555 Page Avenue,10307,718-697-3760,Full Day,N/A,,"PK,0K,01,02,03,04,05",36
31R008,R,31,Public DOE School,P.S. 008 Shirlee Solomon,112 Lindenwood Road,10308,718-356-2800,Half Day,N/A,,"PK,0K,01,02,03,04,05",36
31R009,R,31,Public DOE School,Naples Street Elementary School,1055 Targee Street,10304,718-876-4610,Full Day,N/A,,"PK,0K",36
31R011,R,31,Public DOE School,P.S. 011 Thomas Dongan School,50 Jefferson Street,10304,718-979-1030,Full Day,N/A,,"PK,0K,01,02,03,04,05",36
31R013,R,31,Public DOE School,P.S. 013 M. L. Lindemeyer,191 Vermont Avenue,10305,718-447-1462,Half Day,N/A,,"PK,0K,01,02,03,04,05",36
31R016,R,31,Public DOE School,P.S. 016 John J. Driscoll,80 Monroe Avenue,10301,718-447-0124,Full Day,N/A,,"PK,0K,01,02,03,04,05",28
31R018,R,31,Public DOE School,P.S. 018 John G. Whittier,221 Broadway,10310,718-442-0216,Full Day,N/A,,"PK,0K,01,02,03,04,05",54
31R019,R,31,Public DOE School,P.S. 019 The Curtis School,780 Post Avenue,10310,718-442-3860,Full Day,N/A,,"PK,0K,01,02,03,04,05",36
31R022,R,31,Public DOE School,P.S. 022 Graniteville,1860 Forest Avenue,10303,718-442-2219,Half Day,N/A,,"PK,0K,01,02,03,04,05",36
31R023,R,31,Public DOE School,P.S. 023 Richmondtown,30 Natick Street,10306,718-351-1155,Half Day,N/A,,"PK,0K,01,02,03,04,05",36
31R026,R,31,Public DOE School,P.S. 026 The Carteret School,4108 Victory Boulevard,10314,718-698-1530,Half Day,N/A,,"PK,0K,01,02,03,04,05",36
31R029,R,31,Public DOE School,P.S. 029 Bardwell,1581 Victory Boulevard,10314,718-556-4400,Full Day,N/A,,"PK,0K,01,02,03,04,05",18
31R030,R,31,Public DOE School,P.S. 030 Westerleigh,200 Wardwell Avenue,10314,718-442-0462,Full Day,N/A,,"PK,0K,01,02,03,04,05",18
31R031,R,31,Public DOE School,P.S. 031 William T. Davis,55 Layton Avenue,10301,718-273-3500,Full Day,N/A,,"PK,0K,01,02,03,04,05",18
31R032,R,31,Public DOE School,P.S. 032 The Gifford School,32 Elverton Avenue,10308,718-984-1688,Full Day,N/A,,"PK,0K,01,02,03,04,05",36
31R036,R,31,Public DOE School,P.S. 036 J. C. Drumgoole,255 Ionia Avenue,10312,718-984-1422,Full Day,N/A,,"PK,0K,01,02,03,04,05",72
31R038,R,31,Public DOE School,P.S. 038 George Cromwell,421 Lincoln Avenue,10306,718-351-1225,Full Day,N/A,,"PK,0K,01,02,03,04,05",36
31R039,R,31,Public DOE School,P.S. 039 Francis J. Murphy Jr.,71 Sand Lane,10305,718-447-4543,Half Day,N/A,,"PK,0K,01,02,03,04,05",36
31R041,R,31,Public DOE School,P.S. 041 New Dorp,216 Clawson Street,10306,718-351-6777,Full Day,N/A,,"PK,0K,01,02,03,04,05",36
31R042,R,31,Public DOE School,P.S. 042 Eltingville,380 Genesee Avenue,10312,718-984-3800,Both,N/A,,"PK,0K,01,02,03,04,05",72
31R044,R,31,Public DOE School,P.S. 044 Thomas C. Brown,80 Maple Parkway,10303,718-442-0433,Full Day,N/A,,"PK,0K,01,02,03,04,05",84
31R046,R,31,Public DOE School,P.S. 046 Albert V. Maniscalco,41 Reid Avenue,10305,718-987-5155,Half Day,N/A,,"PK,0K,01,02,03,04,05",36
31R048,R,31,Public DOE School,P.S. 048 William C. Wilcox,1050 Targee Street,10304,718-447-8323,Half Day,N/A,,"PK,0K,01,02,03,04,05,06",36
31R050,R,31,Public DOE School,P.S. 050 Frank Hankinson,200 Adelaide Avenue,10306,718-987-0396,Both,N/A,,"PK,0K,01,02,03,04,05",54
31R052,R,31,Public DOE School,P.S. 052 John C. Thompson,450 Buel Avenue,10305,718-351-5454,Full Day,N/A,,"PK,0K,01,02,03,04,05",36
31R053,R,31,Public DOE School,P.S. 053 Bay Terrace,330 Durant Avenue,10308,718-987-8020,Full Day,N/A,,"PK,0K,01,02,03,04,05",66
31R054,R,31,Public DOE School,P.S. 054 Charles W. Leng,1060 Willowbrook Road,10314,718-698-0600,Both,N/A,,"PK,0K,01,02,03,04,05",72
31R055,R,31,Public DOE School,P.S. 055 Henry M. Boehm,54 Osborne Street,10312,718-356-2211,Half Day,N/A,,"PK,0K,01,02,03,04,05",36
31R056,R,31,Public DOE School,P.S. 056 The Louis Desario School,250 Kramer Avenue,10309,718-605-1189,Full Day,N/A,,"PK,0K,01,02,03,04,05",72
31R057,R,31,Public DOE School,P.S. 057 Hubert H. Humphrey,140 Palma Drive,10304,718-447-1191,Full Day,N/A,,"PK,0K,01,02,03,04,05",84
31R058,R,31,Public DOE School,Space Shuttle Columbia School,77 Marsh Avenue,10314,718-761-2155,Half Day,N/A,,"PK,0K,01,02,03,04,05",36
31R059,R,31,Public DOE School,The Harbor View School,300 Richmond Terrace,10301,718-390-2190,Full Day,N/A,,"PK,0K",36
31R060,R,31,Public DOE School,P.S. 060 Alice Austen,55 Merrill Avenue,10314,718-761-3325,Half Day,N/A,,"PK,0K,01,02,03,04,05",72
31R065,R,31,Public DOE School,P.S. 065 The Academy Of Innovative Learning,98 Grant Street,10301,718-981-5034,Full Day,N/A,,"PK,0K,01,02,03,04,05",36
31R069,R,31,Public DOE School,P.S. 069 Daniel D. Tompkins,144 Keating Place,10314,718-698-6661,Full Day,N/A,Yes,"0K,01,02,03,04,05",18
31R074,R,31,Public DOE School,P.S. 074 Future Leaders Elementary School,211 Daniel Low Terrace,10301,718-727-5380,Full Day,N/A,,"PK,0K,01,02,03,04",36
31R078,R,31,Public DOE School,P.S. 078 ,100 Tompkins Avenue,10304,718-442-3094,Full Day,N/A,,"PK,0K,01,02,03",18
31R080,R,31,Public DOE School,The Michael J. Petrides School,715 Ocean Terrace,10301,718-815-0186,Full Day,N/A,Yes,"0K,01,02,03,04,05,06,07,08,09,10,11,12",36
31R861,R,31,Public DOE School,Staten Island School of Civic Leadership,280 Regis Drive,10314,718-697-5250,Full Day,N/A,,"PK,0K,01,02,03,04,05,06,07,08",18
32K045,K,32,Public DOE School,P.S. 045 Horace E. Greene,84 Schaefer Street,11207,718-574-0235,Full Day,N/A,,"PK,0K,01,02,03,04,05,06,07,08",54
32K075,K,32,Public DOE School,P.S. 075 Mayda Cortiella,95 Grove Street,11221,718-574-0244,Full Day,N/A,,"PK,0K,01,02,03,04,05",54
32K106,K,32,Public DOE School,P.S. 106 Edward Everett Hale,1328 Putnam Avenue,11221,718-574-0261,Full Day,N/A,,"PK,0K,01,02,03,04,05",36
32K123,K,32,Public DOE School,P.S. 123 Suydam,100 Irving Avenue,11237,718-821-4810,Full Day,N/A,,"PK,0K,01,02,03,04,05",36
32K145,K,32,Public DOE School,P.S. 145 Andrew Jackson,100 Noll Street,11206,718-821-4823,Full Day,N/A,,"PK,0K,01,02,03,04,05",90
32K151,K,32,Public DOE School,P.S. 151 Lyndon B. Johnson,763 Knickerbocker Avenue,11207,718-326-6360,Full Day,N/A,,"PK,0K,01,02,03,04,05",18
32K274,K,32,Public DOE School,P.S. 274 Kosciusko,800 Bushwick Avenue,11221,718-574-0273,Full Day,N/A,,"PK,0K,01,02,03,04,05",54
32K299,K,32,Public DOE School,P.S. 299 Thomas Warren Field,88 Woodbine Street,11221,718-574-0301,Full Day,N/A,,"PK,0K,01,02,03,04,05",36
32K377,K,32,Public DOE School,P.S. 377 Alejandrina B. De Gautier,200 Woodbine Street,11221,718-574-0325,Full Day,N/A,,"PK,0K,01,02,03,04,05,06,07,08",36
32K384,K,32,Public DOE School,P.S. /I.S. 384 Frances E. Carter,242 Cooper Street,11207,718-574-0382,Full Day,N/A,,"PK,0K,01,02,03,04,05,06,07,08",36
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
